 copper
 Rmax  5.5000,  keep limit  0.000, heap limit  0.000    Feff 6L.02  paths 3.05
 Plane wave chi amplitude filter   2.50%
 -------------------------------------------------------------------------------
     1    2   6.000  index, nleg, degeneracy, r=  2.5527
    29    4  24.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000    1.805000    0.000000   1 'Cu    '     2.5527   60.0000    0.0000
   -3.610000    1.805000   -1.805000   1 'Cu    '     2.5527  180.0000    0.0000
   -1.805000    1.805000    0.000000   1 'Cu    '     2.5527   60.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
    30    4  24.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -1.805000    1.805000   2 '      '     2.5527   60.0000    0.0000
   -1.805000   -1.805000    3.610000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000   -1.805000    1.805000   2 '      '     2.5527   60.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
    31    4  24.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    1.805000   -1.805000   2 '      '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  120.0000    0.0000
   -1.805000    0.000000   -1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  120.0000    0.0000
    32    3  24.000  index, nleg, degeneracy, r=  5.2920
      x           y           z     ipot  label      rleg      beta        eta
    1.805000   -1.805000   -3.610000   1 'Cu    '     4.4213  144.7356    0.0000
    1.805000   -1.805000    0.000000   1 'Cu    '     3.6100   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  125.2644    0.0000
    33    3  24.000  index, nleg, degeneracy, r=  5.2920
      x           y           z     ipot  label      rleg      beta        eta
   -3.610000    1.805000   -1.805000   1 'Cu    '     4.4213  144.7356    0.0000
    0.000000    1.805000   -1.805000   2 '      '     3.6100   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  125.2644    0.0000
    34    3  48.000  index, nleg, degeneracy, r=  5.2920
      x           y           z     ipot  label      rleg      beta        eta
   -3.610000    1.805000   -1.805000   1 'Cu    '     4.4213  125.2644    0.0000
   -3.610000    0.000000    0.000000   1 'Cu    '     2.5527   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.6100  144.7356    0.0000
