# NPTS  NS CUEDGE  CUHITE   DSPACE  STPDEG  STEPMM  START    STOP     SCALE
# 468   3  84294. 200000. 1.92017   4000.   3150.  85290.  75506.    2.000
# DELTA:     50.      5.     22.     36.     48.
#DELEND:  84788.  83804.  81216.  76752.  71076.
#   SEC:   2.000   2.000   2.000   2.000   2.000
#OFFSET: 1140. 1608.  401.    4.    4.    6.  137.  4.    6.   18.  641.    3.    2.    5.   61.   20.   93.  232.     0.    0.    0.    0.    0.    0.
#SINGLE XTAL CUINSE2 CHALCOPYRITE                                  7   7  5-30-83
    85290. 2.62740E+05 2.69329E+05 1.37453E+04
    85240. 2.63329E+05 2.69903E+05 1.32863E+04
    85190. 2.62699E+05 2.69422E+05 1.31963E+04
    85140. 2.61994E+05 2.68895E+05 1.31268E+04
    85090. 2.61453E+05 2.68538E+05 1.30418E+04
    85040. 2.60785E+05 2.68062E+05 1.29858E+04
    84990. 2.60028E+05 2.67461E+05 1.28778E+04
    84940. 2.59236E+05 2.66832E+05 1.28148E+04
    84890. 2.58560E+05 2.66316E+05 1.27378E+04
    84840. 2.57993E+05 2.65934E+05 1.26993E+04
    84790. 2.57192E+05 2.65293E+05 1.27238E+04
    84740. 2.56507E+05 2.64779E+05 1.26123E+04
    84735. 2.56674E+05 2.65012E+05 1.27078E+04
    84730. 2.56887E+05 2.65249E+05 1.27523E+04
    84725. 2.56154E+05 2.64440E+05 1.26368E+04
    84720. 2.56329E+05 2.64673E+05 1.26843E+04
    84715. 2.56113E+05 2.64444E+05 1.27128E+04
    84710. 2.56446E+05 2.64826E+05 1.27273E+04
    84705. 2.55947E+05 2.64302E+05 1.27208E+04
    84700. 2.56291E+05 2.64673E+05 1.27248E+04
    84695. 2.55780E+05 2.64124E+05 1.26613E+04
    84690. 2.55990E+05 2.64383E+05 1.27108E+04
    84685. 2.55605E+05 2.63968E+05 1.26723E+04
    84680. 2.55894E+05 2.64312E+05 1.27218E+04
    84675. 2.55058E+05 2.63409E+05 1.25503E+04
    84670. 2.55303E+05 2.63702E+05 1.26383E+04
    84665. 2.55216E+05 2.63629E+05 1.26903E+04
    84660. 2.55511E+05 2.63924E+05 1.27068E+04
    84655. 2.55611E+05 2.64066E+05 1.27208E+04
    84650. 2.55898E+05 2.64388E+05 1.28578E+04
    84645. 2.55825E+05 2.64331E+05 1.28178E+04
    84640. 2.55234E+05 2.63691E+05 1.27803E+04
    84635. 2.55268E+05 2.63751E+05 1.27593E+04
    84630. 2.54961E+05 2.63442E+05 1.27658E+04
    84625. 2.55098E+05 2.63587E+05 1.27638E+04
    84620. 2.54470E+05 2.62934E+05 1.27748E+04
